Global_ID,Cases,Cases_ID,Angle,Vertical_Steps_Section,Horizontal_Steps_Plan,Balcony_Steps,PV_Canopy_Steps,Vertical_Louvre_Steps,sDA,ASE,UDI_Middle,UDI_Low,UDI_High,Winter_Average_Radation_kWh/m2,Summer_Average_Radation_kWh/m2,Area_Active_Solar_Potential,PercArea_Active_Solar_Potential,Area_PV_Potential,PercArea_PV_Potential,Glass_Area,Opaque_Area,Surface_Area,Floor_Area,S/F_RATIO,Canopy_Area,Handrail_Area,Louvers_Area,
Case_363,Fixed_Section,FixedSection_092,0,0,1.2,0,0,1.2,70.42,40.87,61.16,13.47,25.37,356.77,13.77,45.36,56,35.64,44,43.74,45.36,89.1,116.64,0.76,0,0,35.64,
Case_364,Fixed_Section,FixedSection_093,0,0,1.2,0,0.6,0,85.25,51.083333,53.45,10.78,35.77,518.25,24.36,13.36,24.26,38.48,69.85,43.74,45.36,89.1,116.64,0.76,9.72,0,0,
Case_365,Fixed_Section,FixedSection_094,0,0,1.2,0,0.6,0.6,79.42,46.96,58,11.88,30.13,416.88,17.26,21.06,28.89,45.36,62.22,43.74,45.36,89.1,116.64,0.76,9.72,0,17.82,
Case_366,Fixed_Section,FixedSection_095,0,0,1.2,0,0.6,1.2,68.66,40.87,61.81,13.6,24.58,324.02,11.49,42.12,46.43,35.64,39.29,43.74,45.36,89.1,116.64,0.76,9.72,0,35.64,
Case_367,Fixed_Section,FixedSection_096,0,0,1.2,0,1.2,0,84.47,49.74,55.86,11.13,33.01,443.99,19.4,16.2,25,38.88,60,43.74,45.36,89.1,116.64,0.76,19.44,0,0,
Case_368,Fixed_Section,FixedSection_097,0,0,1.2,0,1.2,0.6,76.77,44.786667,60.72,12.53,26.75,353.24,13.07,14.58,17.65,48.2,58.33,43.74,45.36,89.1,116.64,0.76,19.44,0,17.82,
Case_369,Fixed_Section,FixedSection_098,0,0,1.2,0,1.2,1.2,65.02,39.006667,64.93,14.26,20.8,274.78,8.68,24.3,24.19,45.36,45.16,43.74,45.36,89.1,116.64,0.76,19.44,0,35.64,
Case_370,Fixed_Section,FixedSection_099,0,0,1.2,0.6,0,0,79.4,51.083333,54.38,11.33,34.29,427.84,21.28,13.14,21.92,38.48,64.19,43.74,45.36,89.1,116.64,0.76,0,14.58,0,
Case_371,Fixed_Section,FixedSection_100,0,0,1.2,0.6,0,0.6,71.38,46.96,58.12,12.66,29.22,353.33,15.73,17.41,22.4,50.22,64.58,43.74,45.36,89.1,116.64,0.76,0,14.58,17.82,
Case_372,Fixed_Section,FixedSection_101,0,0,1.2,0.6,0,1.2,61.93,40.87,61.45,14.78,23.78,273.64,10.37,25.11,26.27,50.22,52.54,43.74,45.36,89.1,116.64,0.76,0,14.58,35.64,
Case_373,Fixed_Section,FixedSection_102,0,0,1.2,0.6,0.6,0,78.67,49.74,56.45,11.61,31.94,363.09,17.05,17.41,25,38.88,55.81,43.74,45.36,89.1,116.64,0.76,9.72,14.58,0,
Case_374,Fixed_Section,FixedSection_103,0,0,1.2,0.6,0.6,0.6,72.64,44.786667,60.82,13.09,26.08,293.67,11.84,10.94,12.5,53.06,60.65,43.74,45.36,89.1,116.64,0.76,9.72,14.58,17.82,
Case_375,Fixed_Section,FixedSection_104,0,0,1.2,0.6,0.6,1.2,61.26,39.006667,64.47,15.02,20.51,227.1,7.72,14.58,13.85,59.94,56.92,43.74,45.36,89.1,116.64,0.76,9.72,14.58,35.64,
Case_376,Fixed_Section,FixedSection_105,0,0,1.2,0.6,1.2,0,77.38,46.44,59.33,12.21,28.46,306.21,13.21,16.61,20.92,40.1,50.51,43.74,45.36,89.1,116.64,0.76,19.44,14.58,0,
Case_377,Fixed_Section,FixedSection_106,0,0,1.2,0.6,1.2,0.6,67.96,39.006667,64.23,13.77,22,248.44,9.2,24,24.69,48.6,50,43.74,45.36,89.1,116.64,0.76,19.44,14.58,17.82,
Case_378,Fixed_Section,FixedSection_107,0,0,1.2,0.6,1.2,1.2,56.25,29.206667,67.81,15.77,16.42,188.09,5.23,24.63,21.41,54.48,47.37,43.74,45.36,89.1,116.64,0.76,19.44,14.58,35.64,
Case_379,Fixed_Section,FixedSection_108,0,0,1.2,1.2,0,0,77.94,49.74,56.9,11.75,31.34,367.46,16.46,21.87,36.49,24.71,41.22,43.74,45.36,89.1,116.64,0.76,0,14.58,0,
Case_380,Fixed_Section,FixedSection_109,0,0,1.2,1.2,0,0.6,69.78,44.786667,61.46,13.36,25.18,297.48,11.37,14.58,18.75,36.05,46.35,43.74,45.36,89.1,116.64,0.76,0,14.58,17.82,
Case_381,Fixed_Section,FixedSection_110,0,0,1.2,1.2,0,1.2,59.23,39.006667,64.68,15.3,20.02,233.88,7.44,10.94,11.44,50.22,52.54,43.74,45.36,89.1,116.64,0.76,0,14.58,35.64,
Case_382,Fixed_Section,FixedSection_111,0,0,1.2,1.2,0.6,0,76.04,46.44,59.68,12.24,28.08,316,12.85,18.23,26.16,27.95,40.12,43.74,45.36,89.1,116.64,0.76,9.72,14.58,0,
Case_383,Fixed_Section,FixedSection_112,0,0,1.2,1.2,0.6,0.6,67.56,39.006667,64.37,13.93,21.71,257.46,8.88,22.68,25.93,36.55,41.78,43.74,45.36,89.1,116.64,0.76,9.72,14.58,17.82,
Case_384,Fixed_Section,FixedSection_113,0,0,1.2,1.2,0.6,1.2,55.47,29.206667,67.71,16.11,16.18,195.65,5.07,13.23,12.56,52.14,49.52,43.74,45.36,89.1,116.64,0.76,9.72,14.58,35.64,
Case_385,Fixed_Section,FixedSection_114,0,0,1.2,1.2,1.2,0,73.72,41.696667,63.12,13.05,23.82,263.34,9.88,21.06,26.53,34.02,42.86,43.74,45.36,89.1,116.64,0.76,19.44,14.58,0,
Case_386,Fixed_Section,FixedSection_115,0,0,1.2,1.2,1.2,0.6,61.7,36.843333,67.15,14.89,17.95,216.67,6.97,17.82,18.33,39.59,40.73,43.74,45.36,89.1,116.64,0.76,19.44,14.58,17.82,
Case_387,Fixed_Section,FixedSection_116,0,0,1.2,1.2,1.2,1.2,48.5,22.606667,69.84,17.53,12.63,165.81,4.1,24,20.86,48.5,42.17,43.74,45.36,89.1,116.64,0.76,19.44,14.58,35.64,
Case_388,Fixed_Section,FixedSection_117,0,0,1.2,1.8,0,0,75.31,46.44,60.22,12.31,27.47,328.01,12.78,21.87,36.49,18.23,30.41,43.74,45.36,89.1,116.64,0.76,0,14.58,0,
Case_389,Fixed_Section,FixedSection_118,0,0,1.2,1.8,0,0.6,66.96,39.006667,64.74,14.15,21.11,272.15,8.8,28.15,36.2,22.38,28.78,43.74,45.36,89.1,116.64,0.76,0,14.58,17.82,
Case_390,Fixed_Section,FixedSection_119,0,0,1.2,1.8,0,1.2,52.18,29.206667,67.7,16.58,15.73,209.33,5.04,16.2,16.95,36.86,38.56,43.74,45.36,89.1,116.64,0.76,0,14.58,35.64,
Case_391,Fixed_Section,FixedSection_120,0,0,1.2,1.8,0.6,0,71.99,41.176667,63.33,13.27,23.39,279.15,9.88,25.11,36.05,24.3,34.88,43.74,45.36,89.1,116.64,0.76,9.72,14.58,0,
Case_392,Fixed_Section,FixedSection_121,0,0,1.2,1.8,0.6,0.6,60.08,36.843333,67.39,15.12,17.49,233.23,7.02,21.87,25,27.64,31.6,43.74,45.36,89.1,116.64,0.76,9.72,14.58,17.82,
Case_393,Fixed_Section,FixedSection_122,0,0,1.2,1.8,0.6,1.2,47.23,22.606667,69.67,17.84,12.49,181.45,4.16,22.85,21.7,36.55,34.71,43.74,45.36,89.1,116.64,0.76,9.72,14.58,35.64,
Case_394,Fixed_Section,FixedSection_123,0,0,1.2,1.8,1.2,0,67.06,37.666667,66.4,14.33,19.27,237.23,7.8,18.23,22.96,34.02,42.86,43.74,45.36,89.1,116.64,0.76,19.44,14.58,0,
Case_395,Fixed_Section,FixedSection_124,0,0,1.2,1.8,1.2,0.6,54.58,25.386667,69.55,16.32,14.13,198.74,5.57,18.53,19.06,34.02,35,43.74,45.36,89.1,116.64,0.76,19.44,14.58,17.82,
Case_396,Fixed_Section,FixedSection_125,0,0,1.2,1.8,1.2,1.2,41.99,18.166667,70.69,19.69,9.62,156.33,3.58,18.7,16.26,40.33,35.06,43.74,45.36,89.1,116.64,0.76,19.44,14.58,35.64,
Case_397,Fixed_Section,FixedSection_126,0,0,1.2,2.4,0,0,70.57,41.176667,63.74,13.3,22.96,276.71,9.6,22.68,37.84,14.58,24.32,43.74,45.36,89.1,116.64,0.76,0,14.58,0,
Case_398,Fixed_Section,FixedSection_127,0,0,1.2,2.4,0,0.6,58.26,36.843333,67.29,15.45,17.26,231.89,6.87,24.81,31.9,16.81,21.61,43.74,45.36,89.1,116.64,0.76,0,14.58,17.82,
Case_399,Fixed_Section,FixedSection_128,0,0,1.2,2.4,0,1.2,46.6,22.606667,69.58,18.26,12.16,181.5,4.07,26.53,27.75,22.38,23.41,43.74,45.36,89.1,116.64,0.76,0,14.58,35.64,
Case_400,Fixed_Section,FixedSection_129,0,0,1.2,2.4,0.6,0,67.39,37.153333,66.52,14.48,19,237.92,7.65,18.23,26.16,24.3,34.88,43.74,45.36,89.1,116.64,0.76,9.72,14.58,0,
Case_401,Fixed_Section,FixedSection_130,0,0,1.2,2.4,0.6,0.6,51.82,25.386667,69.41,16.81,13.77,200.3,5.47,22.82,26.08,24.3,27.78,43.74,45.36,89.1,116.64,0.76,9.72,14.58,17.82,
Case_402,Fixed_Section,FixedSection_131,0,0,1.2,2.4,0.6,1.2,39.78,18.166667,70.38,20.12,9.51,158.22,3.51,20.05,19.04,27.64,26.25,43.74,45.36,89.1,116.64,0.76,9.72,14.58,35.64,
Case_403,Fixed_Section,FixedSection_132,0,0,1.2,2.4,1.2,0,57.65,27.866667,68.86,15.87,15.27,204.34,6.23,14.18,17.86,34.02,42.86,43.74,45.36,89.1,116.64,0.76,19.44,14.58,0,
Case_404,Fixed_Section,FixedSection_133,0,0,1.2,2.4,1.2,0.6,46.9,17.646667,70.82,18.63,10.54,172.39,4.5,16.54,17.01,34.02,35,43.74,45.36,89.1,116.64,0.76,19.44,14.58,17.82,
Case_405,Fixed_Section,FixedSection_134,0,0,1.2,2.4,1.2,1.2,34.18,12.49,70.78,22.23,6.99,136.91,3.01,17.82,15.49,34.02,29.58,43.74,45.36,89.1,116.64,0.76,19.44,14.58,35.64,
Case_406,Front,Front_001,0,0.6,0,0,0,0,93.52,58.33,50.68,9.24,40.08,671.69,22.09,9.72,100,0,0,43.74,19.44,63.18,116.64,0.54,0,0,0,
Case_407,Front,Front_002,0,0.6,0,0,0,0.6,84.88,56.48,54.96,10.02,35.01,510.17,15.33,23.98,87.06,0,0,43.74,19.44,63.18,116.64,0.54,0,0,17.82,
Case_408,Front,Front_003,0,0.6,0,0,0,1.2,65.43,50,61.44,11.72,26.84,367.08,10.34,25.68,56.62,0,0,43.74,19.44,63.18,116.64,0.54,0,0,35.64,
Case_409,Front,Front_004,0,0.6,0,0,0.6,0,91.98,58.33,52.61,9.44,37.95,551.18,14.9,0,0,9.72,50,43.74,19.44,63.18,116.64,0.54,9.72,0,0,
Case_410,Front,Front_005,0,0.6,0,0,0.6,0.6,71.6,56.48,58.55,10.73,30.72,435.69,11.29,10.69,28.7,9.72,26.09,43.74,19.44,63.18,116.64,0.54,9.72,0,17.82,
Case_411,Front,Front_006,0,0.6,0,0,0.6,1.2,63.89,49.07,63.66,12.04,24.31,318.29,8.05,29.34,53.26,1.08,1.96,43.74,19.44,63.18,116.64,0.54,9.72,0,35.64,
Case_412,Front,Front_007,0,0.6,0,0,1.2,0,80.86,54.63,58.03,10.2,31.77,462.54,10.2,0,0,19.44,66.67,43.74,19.44,63.18,116.64,0.54,19.44,0,0,
Case_413,Front,Front_008,0,0.6,0,0,1.2,0.6,79.63,47.22,61.35,10.81,27.84,369.83,7.93,5.15,10.96,19.44,41.38,43.74,19.44,63.18,116.64,0.54,19.44,0,17.82,
Case_414,Front,Front_009,0,0.6,0,0,1.2,1.2,66.36,41.67,66.53,12.01,21.46,276.01,5.94,20.57,31.75,9.72,15,43.74,19.44,63.18,116.64,0.54,19.44,0,35.64,
Case_415,Front,Front_010,0,0.6,0,0.6,0,0,73.15,58.33,55.03,10.08,34.89,431.07,12.1,0,0,14.58,60,43.74,19.44,63.18,116.64,0.54,0,14.58,0,
Case_416,Front,Front_011,0,0.6,0,0.6,0,0.6,71.6,56.48,58.24,10.67,31.09,341.65,9.29,7.13,16.92,14.58,34.62,43.74,19.44,63.18,116.64,0.54,0,14.58,17.82,
Case_417,Front,Front_012,0,0.6,0,0.6,0,1.2,61.73,49.07,63.73,12.51,23.76,246.29,6.48,18.04,30.1,14.58,24.32,43.74,19.44,63.18,116.64,0.54,0,14.58,35.64,
Case_418,Front,Front_013,0,0.6,0,0.6,0.6,0,72.84,54.63,58.38,10.44,31.18,351.83,8.18,0,0,24.3,71.43,43.74,19.44,63.18,116.64,0.54,9.72,14.58,0,
Case_419,Front,Front_014,0,0.6,0,0.6,0.6,0.6,70.99,47.22,61.44,11.24,27.32,282.18,6.41,0,0,24.3,46.88,43.74,19.44,63.18,116.64,0.54,9.72,14.58,17.82,
Case_420,Front,Front_015,0,0.6,0,0.6,0.6,1.2,63.89,41.67,66.62,12.6,20.78,209.7,4.77,10.19,14.63,24.3,34.88,43.74,19.44,63.18,116.64,0.54,9.72,14.58,35.64,
Case_421,Front,Front_016,0,0.6,0,0.6,1.2,0,66.67,48.15,62.05,11.2,26.76,279.84,6.56,0,0,34.02,77.78,43.74,19.44,63.18,116.64,0.54,19.44,14.58,0,
Case_422,Front,Front_017,0,0.6,0,0.6,1.2,0.6,66.36,41.67,65.63,11.95,22.42,224.58,5.14,0,0,34.02,55.26,43.74,19.44,63.18,116.64,0.54,19.44,14.58,17.82,
Case_423,Front,Front_018,0,0.6,0,0.6,1.2,1.2,58.95,34.26,70.39,13.47,16.14,167.74,3.82,3.88,4.88,34.02,42.86,43.74,19.44,63.18,116.64,0.54,19.44,14.58,35.64,
Case_424,Front,Front_019,0,0.6,0,1.2,0,0,71.3,54.63,58.58,10.6,30.82,384.24,7.91,0,0,14.58,60,43.74,19.44,63.18,116.64,0.54,0,14.58,0,
Case_425,Front,Front_020,0,0.6,0,1.2,0,0.6,63.89,47.22,62.82,11.59,25.59,311.6,6.24,0,0,14.58,34.62,43.74,19.44,63.18,116.64,0.54,0,14.58,17.82,
Case_426,Front,Front_021,0,0.6,0,1.2,0,1.2,61.73,41.67,66.8,12.83,20.38,232.93,4.73,3.75,6.25,14.58,24.32,43.74,19.44,63.18,116.64,0.54,0,14.58,35.64,
Case_427,Front,Front_022,0,0.6,0,1.2,0.6,0,71.6,48.15,61.25,11.04,27.71,316.77,6.68,0,0,24.3,71.43,43.74,19.44,63.18,116.64,0.54,9.72,14.58,0,
Case_428,Front,Front_023,0,0.6,0,1.2,0.6,0.6,63.27,41.67,65.66,12.19,22.16,256.85,5.24,0,0,24.3,46.88,43.74,19.44,63.18,116.64,0.54,9.72,14.58,17.82,
Case_429,Front,Front_024,0,0.6,0,1.2,0.6,1.2,55.86,34.26,70.11,13.87,16.02,193.65,3.9,0.49,0.7,24.3,34.88,43.74,19.44,63.18,116.64,0.54,9.72,14.58,35.64,
Case_430,Front,Front_025,0,0.6,0,1.2,1.2,0,65.74,39.81,64.79,11.88,23.33,257.5,5.85,0,0,34.02,77.78,43.74,19.44,63.18,116.64,0.54,19.44,14.58,0,
Case_431,Front,Front_026,0,0.6,0,1.2,1.2,0.6,58.95,37.04,69.4,13.21,17.39,209.35,4.61,0,0,34.02,55.26,43.74,19.44,63.18,116.64,0.54,19.44,14.58,17.82,
Case_432,Front,Front_027,0,0.6,0,1.2,1.2,1.2,44.44,28.7,73.04,15.82,11.15,158.24,3.46,0,0,34.02,42.86,43.74,19.44,63.18,116.64,0.54,19.44,14.58,35.64,
Case_433,Front,Front_028,0,0.6,0.6,0,0,0,88.77,55.14,52.97,9.73,37.3,538.21,20.72,15.77,57.25,11.77,42.75,43.74,37.26,81,116.64,0.69,0,0,0,
Case_434,Front,Front_029,0,0.6,0.6,0,0,0.6,81.82,51.39,57.66,10.78,31.56,400.54,13.2,27.86,61.43,10.69,23.57,43.74,37.26,81,116.64,0.69,0,0,17.82,
Case_435,Front,Front_030,0,0.6,0.6,0,0,1.2,61.76,42.68,63.74,12.89,23.37,297.2,8.71,32.62,51.62,10.15,16.07,43.74,37.26,81,116.64,0.69,0,0,35.64,
Case_436,Front,Front_031,0,0.6,0.6,0,0.6,0,80.68,55.14,56.69,10.48,32.84,451.98,15.39,14.72,39.52,12.49,33.53,43.74,37.26,81,116.64,0.69,9.72,0,0,
Case_437,Front,Front_032,0,0.6,0.6,0,0.6,0.6,68.55,51.39,61.33,11.7,26.97,345.85,10.4,18.22,33.07,20.41,37.06,43.74,37.26,81,116.64,0.69,9.72,0,17.82,
Case_438,Front,Front_033,0,0.6,0.6,0,0.6,1.2,66.91,40.81,65.4,12.64,21.96,256.82,6.82,33.38,45.79,10.15,13.93,43.74,37.26,81,116.64,0.69,9.72,0,35.64,
Case_439,Front,Front_034,0,0.6,0.6,0,1.2,0,83.7,50.16,58.85,10.66,30.49,379.15,10.67,10.69,22.76,19.44,41.38,43.74,37.26,81,116.64,0.69,19.44,0,0,
Case_440,Front,Front_035,0,0.6,0.6,0,1.2,0.6,65.74,43.3,64.75,12.28,22.97,296.17,7.44,24.97,38.54,18.23,28.13,43.74,37.26,81,116.64,0.69,19.44,0,17.82,
Case_441,Front,Front_036,0,0.6,0.6,0,1.2,1.2,63.21,36.14,68.56,13.42,18.02,223.47,5.06,31.39,37.99,16.56,20.04,43.74,37.26,81,116.64,0.69,19.44,0,35.64,
Case_442,Front,Front_037,0,0.6,0.6,0.6,0,0,71.33,55.14,57.15,10.79,32.06,348.91,12.48,10.69,25.38,14.58,34.62,43.74,37.26,81,116.64,0.69,0,14.58,0,
Case_443,Front,Front_038,0,0.6,0.6,0.6,0,0.6,70.71,51.39,60.88,11.58,27.54,270.19,8.53,14.26,23.78,25.27,42.16,43.74,37.26,81,116.64,0.69,0,14.58,17.82,
Case_444,Front,Front_039,0,0.6,0.6,0.6,0,1.2,59.2,40.81,65.85,13.96,20.19,196.88,5.38,21.15,27.2,25.26,32.49,43.74,37.26,81,116.64,0.69,0,14.58,35.64,
Case_445,Front,Front_040,0,0.6,0.6,0.6,0.6,0,77.5,50.16,59.29,10.98,29.72,286.71,8.53,7.13,13.75,24.3,46.88,43.74,37.26,81,116.64,0.69,9.72,14.58,0,
Case_446,Front,Front_041,0,0.6,0.6,0.6,0.6,0.6,66.94,43.3,64.18,12.15,23.67,225.43,6.08,18.22,26.15,25.88,37.16,43.74,37.26,81,116.64,0.69,9.72,14.58,17.82,
Case_447,Front,Front_042,0,0.6,0.6,0.6,0.6,1.2,53.3,36.14,68.79,14.62,16.59,168.39,3.96,18.6,21.26,34.48,39.42,43.74,37.26,81,116.64,0.69,9.72,14.58,35.64,
Case_448,Front,Front_043,0,0.6,0.6,0.6,1.2,0,72.5,42.36,62.91,11.79,25.3,228.3,6.2,3.56,5.79,34.02,55.26,43.74,37.26,81,116.64,0.69,19.44,14.58,0,
Case_449,Front,Front_044,0,0.6,0.6,0.6,1.2,0.6,61.98,37.69,67.91,13.17,18.92,180.34,4.5,10.69,13.47,34.02,42.86,43.74,37.26,81,116.64,0.69,19.44,14.58,17.82,
Case_450,Front,Front_045,0,0.6,0.6,0.6,1.2,1.2,47.99,28.97,70.89,16.19,12.92,136.07,3.21,29.03,29.87,28.2,29.02,43.74,37.26,81,116.64,0.69,19.44,14.58,35.64,
Case_451,Front,Front_046,0,0.6,0.6,1.2,0,0,74.72,50.16,60.07,11.13,28.8,308.35,8.33,8.32,19.74,14.58,34.62,43.74,37.26,81,116.64,0.69,0,14.58,0,
Case_452,Front,Front_047,0,0.6,0.6,1.2,0,0.6,64.48,43.3,64.63,12.43,22.94,247.19,6.01,14.26,23.78,14.58,24.32,43.74,37.26,81,116.64,0.69,0,14.58,17.82,
Case_453,Front,Front_048,0,0.6,0.6,1.2,0,1.2,57.31,36.14,68.64,14.21,17.15,189.47,3.99,14.53,18.68,24.76,31.85,43.74,37.26,81,116.64,0.69,0,14.58,35.64,
Case_454,Front,Front_049,0,0.6,0.6,1.2,0.6,0,62.28,42.36,64.06,12.22,23.72,254.2,6.28,3.56,6.88,24.3,46.88,43.74,37.26,81,116.64,0.69,9.72,14.58,0,
Case_455,Front,Front_050,0,0.6,0.6,1.2,0.6,0.6,60.43,37.69,68.04,13.36,18.6,205.51,4.61,7.13,10.23,24.3,34.88,43.74,37.26,81,116.64,0.69,9.72,14.58,17.82,
Case_456,Front,Front_051,0,0.6,0.6,1.2,0.6,1.2,51.08,28.97,71.3,15.4,13.31,158.05,3.31,16.17,18.48,26.94,30.8,43.74,37.26,81,116.64,0.69,9.72,14.58,35.64,
Case_457,Front,Front_052,0,0.6,0.6,1.2,1.2,0,64.44,36.14,66.66,12.79,20.55,209.17,5.31,0,0,34.02,55.26,43.74,37.26,81,116.64,0.69,19.44,14.58,0,
Case_458,Front,Front_053,0,0.6,0.6,1.2,1.2,0.6,50.77,32.08,71.1,15.07,13.83,168.55,3.91,3.56,4.49,34.02,42.86,43.74,37.26,81,116.64,0.69,19.44,14.58,17.82,
Case_459,Front,Front_054,0,0.6,0.6,1.2,1.2,1.2,41.42,23.05,72.63,18.06,9.31,130.26,2.91,11.7,12.04,34.02,35,43.74,37.26,81,116.64,0.69,19.44,14.58,35.64,
Case_460,Front,Front_055,0,0.6,1.2,0,0,0,86.73,50.93,53.98,10.39,35.63,472.26,22.42,16.85,37.14,28.51,62.86,43.74,55.08,98.82,116.64,0.85,0,0,0,
Case_461,Front,Front_056,0,0.6,1.2,0,0,0.6,81.79,46.3,59.14,11.6,29.26,370.4,15.19,21.42,33.9,32.08,50.77,43.74,55.08,98.82,116.64,0.85,0,0,17.82,
Case_462,Front,Front_057,0,0.6,1.2,0,0,1.2,70.37,37.96,64.16,13.29,22.55,278.48,9.23,29.67,36.63,30.91,38.17,43.74,55.08,98.82,116.64,0.85,0,0,35.64,
Case_463,Front,Front_058,0,0.6,1.2,0,0.6,0,80.25,50,57.83,11.34,30.83,410.37,18.31,13.93,25.29,31.1,56.47,43.74,55.08,98.82,116.64,0.85,9.72,0,0,
Case_464,Front,Front_059,0,0.6,1.2,0,0.6,0.6,78.4,44.44,61.84,12.07,26.1,324.27,12.5,19.98,27.41,36.07,49.48,43.74,55.08,98.82,116.64,0.85,9.72,0,17.82,
Case_465,Front,Front_060,0,0.6,1.2,0,0.6,1.2,65.43,37.04,66.61,13.9,19.5,246.29,7.65,31.25,34.44,30.75,33.89,43.74,55.08,98.82,116.64,0.85,9.72,0,35.64,
Case_466,Front,Front_061,0,0.6,1.2,0,1.2,0,82.72,46.3,59.83,11.33,28.83,353.98,14.55,16.63,25.67,30.13,46.5,43.74,55.08,98.82,116.64,0.85,19.44,0,0,
Case_467,Front,Front_062,0,0.6,1.2,0,1.2,0.6,67.59,37.96,65.86,13.42,20.72,282.37,9.85,31.1,37.65,31.1,37.65,43.74,55.08,98.82,116.64,0.85,19.44,0,17.82,
Case_468,Front,Front_063,0,0.6,1.2,0,1.2,1.2,62.35,28.7,69.79,14.69,15.51,213.52,5.85,27.04,26.92,35.26,35.11,43.74,55.08,98.82,116.64,0.85,19.44,0,35.64,
Case_469,Front,Front_064,0,0.6,1.2,0.6,0,0,79.32,50,57.7,11.38,30.92,330.7,15.83,17.5,29.19,28.84,48.11,43.74,55.08,98.82,116.64,0.85,0,14.58,0,
Case_470,Front,Front_065,0,0.6,1.2,0.6,0,0.6,65.74,44.44,62.84,13.34,23.83,267.01,11.09,14.65,18.84,43.09,55.42,43.74,55.08,98.82,116.64,0.85,0,14.58,17.82,
Case_471,Front,Front_066,0,0.6,1.2,0.6,0,1.2,60.8,37.04,66.66,14.78,18.56,200.39,6.54,18.98,19.86,45.49,47.6,43.74,55.08,98.82,116.64,0.85,0,14.58,35.64,
Case_472,Front,Front_067,0,0.6,1.2,0.6,0.6,0,75.31,46.3,61.17,12.23,26.6,282.98,12.53,14.26,20.47,33.8,48.53,43.74,55.08,98.82,116.64,0.85,9.72,14.58,0,
Case_473,Front,Front_068,0,0.6,1.2,0.6,0.6,0.6,69.75,37.96,65.47,13.38,21.15,229.01,8.78,18.61,21.28,44.89,51.32,43.74,55.08,98.82,116.64,0.85,9.72,14.58,17.82,
Case_474,Front,Front_069,0,0.6,1.2,0.6,0.6,1.2,56.48,28.7,69.46,15.46,15.08,170.82,5.02,23.25,22.08,46.08,43.76,43.74,55.08,98.82,116.64,0.85,9.72,14.58,35.64,
Case_475,Front,Front_070,0,0.6,1.2,0.6,1.2,0,69.75,39.81,64.46,13.03,22.51,234.29,9.68,18.76,23.63,36.65,46.17,43.74,55.08,98.82,116.64,0.85,19.44,14.58,0,
Case_476,Front,Front_071,0,0.6,1.2,0.6,1.2,0.6,57.1,36.11,68.46,14.96,16.58,191,6.86,23.47,24.15,39.46,40.59,43.74,55.08,98.82,116.64,0.85,19.44,14.58,17.82,
Case_477,Front,Front_072,0,0.6,1.2,0.6,1.2,1.2,51.54,21.3,71.21,16.99,11.8,143.82,4.1,42.06,36.57,32.75,28.48,43.74,55.08,98.82,116.64,0.85,19.44,14.58,35.64,
Case_478,Front,Front_073,0,0.6,1.2,1.2,0,0,77.16,46.3,61,11.97,27.02,285.44,11.93,18.61,31.05,18.14,30.27,43.74,55.08,98.82,116.64,0.85,0,14.58,0,
Case_479,Front,Front_074,0,0.6,1.2,1.2,0,0.6,66.67,37.96,65.76,13.71,20.53,232.48,8.18,21.38,27.5,28.84,37.08,43.74,55.08,98.82,116.64,0.85,0,14.58,17.82,
Case_480,Front,Front_075,0,0.6,1.2,1.2,0,1.2,50.62,28.7,68.86,16.63,14.5,176.59,4.66,11.04,11.55,45,47.08,43.74,55.08,98.82,116.64,0.85,0,14.58,35.64,
Case_481,Front,Front_076,0,0.6,1.2,1.2,0.6,0,73.46,39.81,63.94,12.8,23.25,241.33,9.33,20.2,28.99,24.3,34.88,43.74,55.08,98.82,116.64,0.85,9.72,14.58,0,
Case_482,Front,Front_077,0,0.6,1.2,1.2,0.6,0.6,55.86,36.11,68.23,15.48,16.29,197.94,6.56,15.84,18.11,32.22,36.83,43.74,55.08,98.82,116.64,0.85,9.72,14.58,17.82,
Case_483,Front,Front_078,0,0.6,1.2,1.2,0.6,1.2,45.06,21.3,70.69,18.04,11.27,151.05,3.9,18.89,17.94,42.47,40.34,43.74,55.08,98.82,116.64,0.85,9.72,14.58,35.64,
Case_484,Front,Front_079,0,0.6,1.2,1.2,1.2,0,64.2,37.04,67.4,14.48,18.12,202.83,7.52,10.69,13.47,34.02,42.86,43.74,55.08,98.82,116.64,0.85,19.44,14.58,0,
Case_485,Front,Front_080,0,0.6,1.2,1.2,1.2,0.6,57.72,25,70.76,16.02,13.23,166.53,5.27,19.03,19.57,36.38,37.43,43.74,55.08,98.82,116.64,0.85,19.44,14.58,17.82,
Case_486,Front,Front_081,0,0.6,1.2,1.2,1.2,1.2,38.27,15.74,71.08,20.29,8.63,128.1,3.34,28.11,24.44,36.64,31.86,43.74,55.08,98.82,116.64,0.85,19.44,14.58,35.64,
Case_487,Front,Front_082,0,1.2,0,0,0,0,90.12,58.33,54.17,9.7,36.13,498.75,14.81,0,100,0,0,43.74,29.16,72.9,116.64,0.63,0,0,0,
Case_488,Front,Front_083,0,1.2,0,0,0,0.6,77.47,56.48,58.67,10.51,30.83,389.66,10.96,10.69,38.82,0,0,43.74,29.16,72.9,116.64,0.63,0,0,17.82,
